DateTime,TEMP,CO,NO,NO2,PM10,PM2.5,HUM,DIR,SPD,PRES,Month,Hour,TF_CNT
2019-01-01 00:00:00,-13.26,0.28,1.66,7.0,8.62,6.3,80.04,189.9,2.65,625.0,1,0,2042.0
2019-01-01 01:00:00,-14.22,0.27,0.66,6.0,8.71,4.41,75.21,282.43,2.7,625.24,1,1,1949.0
2019-01-01 02:00:00,-14.3,0.29,0.63,7.31,6.82,5.24,79.09,310.47,2.26,630.04,1,2,1527.0
2019-01-01 03:00:00,-14.44,0.29,0.56,6.42,9.1,6.56,79.54,295.01,2.18,630.4,1,3,1403.0
2019-01-01 04:00:00,-14.82,0.29,0.72,8.13,5.94,4.7,79.86,298.92,1.55,630.4,1,4,1793.0
2019-01-01 05:00:00,-15.03,0.16,4.16,7.07,4.59,3.9,81.17,113.13,1.0,630.4,1,5,2165.0
2019-01-01 06:00:00,-15.2,0.54,27.56,25.57,4.03,3.68,82.91,52.16,1.25,630.4,1,6,2431.0
2019-01-01 07:00:00,-15.9,0.03,0.76,12.98,4.62,4.29,82.07,58.93,1.26,630.4,1,7,3093.0
2019-01-01 08:00:00,-16.38,0.1,1.18,16.88,5.83,5.42,82.55,63.02,1.18,630.4,1,8,3795.0
2019-01-01 09:00:00,-16.72,0.13,0.83,13.2,4.32,3.92,78.92,64.33,1.28,630.4,1,9,4403.0
2019-01-01 10:00:00,-16.8,0.15,1.93,12.3,4.71,4.36,81.18,86.54,1.55,630.4,1,10,5405.0
2019-01-01 11:00:00,-16.94,0.25,1.16,7.86,3.77,3.52,80.06,106.63,1.44,627.55,1,11,5833.0
2019-01-01 12:00:00,-17.38,0.35,0.9,7.78,2.2,2.04,78.05,98.56,1.24,625.0,1,12,5948.0
2019-01-01 13:00:00,-16.8,0.36,1.11,12.3,1.93,1.77,76.83,90.42,0.99,625.0,1,13,6144.0
2019-01-01 14:00:00,-16.84,0.46,1.26,17.58,2.52,2.32,77.5,83.72,0.68,625.0,1,14,6265.0
2019-01-01 15:00:00,-16.86,0.44,2.38,20.16,3.89,3.59,77.52,115.85,0.33,625.36,1,15,5751.0
2019-01-01 16:00:00,-16.24,0.47,7.36,17.65,5.86,5.41,74.36,110.81,0.45,625.0,1,16,5668.0
2019-01-01 17:00:00,-15.63,0.39,13.7,15.97,6.92,6.47,71.1,237.68,0.91,625.0,1,17,5272.0
2019-01-01 18:00:00,-14.68,0.44,15.76,14.84,6.9,6.35,68.57,184.63,1.04,625.0,1,18,4464.0
2019-01-01 19:00:00,-13.45,0.35,7.86,6.91,7.45,6.89,61.97,227.13,1.25,625.0,1,19,3689.0
2019-01-01 20:00:00,-12.65,0.34,5.16,5.5,7.77,7.12,59.06,221.77,1.18,625.0,1,20,3105.0
2019-01-01 21:00:00,-11.14,0.33,4.98,5.43,7.42,6.72,53.93,110.33,0.73,625.0,1,21,2672.0
2019-01-01 22:00:00,-11.07,0.34,5.83,7.89,7.61,6.9,54.96,109.42,0.74,625.0,1,22,1789.0
2019-01-01 23:00:00,-11.4,0.27,4.6,10.8,7.38,6.64,57.99,76.8,0.86,625.0,1,23,1283.0
2019-01-02 00:00:00,-12.02,0.32,2.85,19.4,8.1,7.3,60.66,76.16,0.46,625.0,1,0,808.0
2019-01-02 01:00:00,-13.26,0.46,6.56,29.32,8.52,7.68,66.91,92.02,0.61,625.0,1,1,703.0
2019-01-02 02:00:00,-13.4,0.68,25.14,43.82,12.16,11.14,69.58,121.24,0.6,625.0,1,2,1146.0
2019-01-02 03:00:00,-13.39,0.71,32.26,43.44,14.81,13.69,72.37,149.12,0.52,625.0,1,3,2327.0
2019-01-02 04:00:00,-13.39,0.5,19.11,37.44,14.87,13.8,72.7,162.21,0.56,625.0,1,4,5228.0
2019-01-02 05:00:00,-14.56,0.57,37.55,36.8,15.74,14.58,76.5,148.86,0.25,625.0,1,5,7830.0
2019-01-02 06:00:00,-15.1,1.47,119.89,83.98,16.92,15.84,79.51,131.0,0.7,625.0,1,6,8029.0
2019-01-02 07:00:00,-15.1,0.7,47.32,41.69,16.42,15.37,77.91,145.78,0.65,625.0,1,7,7574.0
2019-01-02 08:00:00,-15.1,0.68,36.57,40.12,15.4,14.47,77.76,149.17,0.43,625.0,1,8,7671.0
2019-01-02 09:00:00,-15.82,0.76,57.99,40.93,14.76,13.82,81.9,218.66,0.17,625.0,1,9,7829.0
2019-01-02 10:00:00,-15.65,1.05,110.45,45.14,16.93,15.82,83.83,166.36,0.35,625.0,1,10,8295.0
2019-01-02 11:00:00,-15.98,0.83,138.78,48.58,14.78,13.9,84.58,159.47,0.47,625.0,1,11,8324.0
2019-01-02 12:00:00,-15.73,1.25,138.73,50.66,12.26,11.5,85.58,164.6,0.45,625.0,1,12,8449.0
2019-01-02 13:00:00,-14.49,0.87,96.64,49.7,9.04,8.4,82.8,167.04,0.87,625.0,1,13,8371.0
2019-01-02 14:00:00,-12.1,0.62,41.62,44.74,4.88,4.39,70.37,175.95,1.01,625.0,1,14,7087.0
2019-01-02 15:00:00,-11.17,0.68,71.26,50.39,4.64,4.15,65.6,179.47,1.12,625.0,1,15,6441.0
2019-01-02 16:00:00,-8.46,0.63,51.77,38.28,4.53,3.62,55.08,180.42,1.06,625.0,1,16,5033.0
2019-01-02 17:00:00,-5.86,0.45,64.86,39.29,5.26,4.01,46.79,185.85,1.05,625.0,1,17,6304.0
2019-01-02 18:00:00,-2.42,0.38,36.95,26.85,5.25,3.65,39.21,176.72,0.91,625.0,1,18,5626.0
2019-01-02 19:00:00,0.37,0.33,26.22,21.94,5.72,3.3,32.36,174.7,1.16,625.0,1,19,4390.0
2019-01-02 20:00:00,3.54,0.26,22.14,19.82,7.68,3.6,26.7,165.7,0.8,625.0,1,20,3601.0
2019-01-02 21:00:00,5.72,0.22,16.06,18.14,7.56,3.4,22.08,160.96,0.53,625.0,1,21,2907.0
2019-01-02 22:00:00,5.47,0.26,11.92,19.22,6.13,3.0,24.43,89.84,0.72,625.0,1,22,2093.0
2019-01-02 23:00:00,5.73,0.3,11.41,27.23,6.03,3.21,23.97,220.87,0.83,625.0,1,23,1646.0
2019-01-03 00:00:00,3.25,0.55,20.62,51.71,8.67,4.83,30.49,205.61,0.54,625.0,1,0,969.0
2019-01-03 01:00:00,-0.7,1.11,75.23,58.76,15.44,10.09,42.39,156.22,0.08,625.0,1,1,952.0
2019-01-03 02:00:00,-2.94,2.14,196.36,60.94,16.01,9.93,55.94,144.72,0.25,625.0,1,2,1172.0
2019-01-03 03:00:00,-4.0,1.88,171.26,61.86,12.0,8.48,61.3,155.65,0.56,625.0,1,3,2265.0
2019-01-03 04:00:00,-4.62,0.92,56.38,54.8,6.54,5.54,62.92,160.06,0.75,625.0,1,4,5510.0
2019-01-03 05:00:00,-5.08,0.46,13.02,35.9,4.35,3.55,58.23,162.44,0.75,625.0,1,5,8828.0
2019-01-03 06:00:00,-5.81,0.75,32.3,36.48,3.95,3.14,58.74,157.53,0.4,625.0,1,6,7902.0
2019-01-03 07:00:00,-6.53,0.51,14.96,47.48,3.29,2.74,58.57,163.46,0.41,625.0,1,7,7929.0
2019-01-03 08:00:00,-6.91,0.55,17.41,48.14,3.39,2.67,59.53,161.69,0.57,625.0,1,8,7847.0
2019-01-03 09:00:00,-6.63,0.44,8.2,44.64,2.2,1.91,55.34,177.4,0.84,625.0,1,9,8113.0
2019-01-03 10:00:00,-6.8,0.44,6.01,40.58,2.38,1.96,53.08,170.58,0.89,625.0,1,10,8744.0
2019-01-03 11:00:00,-6.39,0.44,6.44,41.75,1.86,1.57,51.92,179.11,0.93,625.0,1,11,8089.0
2019-01-03 12:00:00,-6.0,0.49,8.83,41.27,2.38,1.64,49.86,182.1,1.08,625.0,1,12,8364.0
2019-01-03 13:00:00,-5.9,0.53,11.28,38.42,2.9,1.68,48.66,178.16,1.0,625.0,1,13,7664.0
2019-01-03 14:00:00,-5.28,0.62,22.06,45.17,3.1,1.9,48.09,180.1,1.1,625.0,1,14,7466.0
2019-01-03 15:00:00,-4.93,0.66,30.23,45.08,3.64,2.13,47.18,178.08,1.35,625.0,1,15,6138.0
2019-01-03 16:00:00,-2.8,0.69,31.95,33.51,3.44,2.04,41.3,181.27,1.68,625.0,1,16,6432.0
2019-01-03 17:00:00,0.29,0.51,34.31,31.28,4.57,2.5,36.88,182.19,1.48,625.0,1,17,7289.0
2019-01-03 18:00:00,4.14,0.58,40.46,31.64,5.89,2.95,32.22,188.03,1.08,625.0,1,18,5806.0
2019-01-03 19:00:00,7.56,0.64,38.94,30.88,7.56,3.28,29.08,195.8,1.06,625.0,1,19,4589.0
2019-01-03 20:00:00,9.74,0.58,34.03,30.91,12.27,4.61,27.54,190.16,1.12,624.35,1,20,3844.0
2019-01-03 21:00:00,11.57,0.56,27.26,29.42,9.02,3.36,25.67,193.63,1.17,621.17,1,21,3099.0
2019-01-03 22:00:00,13.22,0.5,21.56,27.64,7.44,2.62,22.99,152.61,0.74,619.5,1,22,2228.0
2019-01-03 23:00:00,14.04,0.3,8.98,22.77,3.28,1.57,19.96,96.1,0.33,619.5,1,23,1422.0
2019-01-04 00:00:00,11.88,0.77,69.28,54.86,13.06,6.46,26.33,243.06,0.1,621.38,1,0,
2019-01-04 01:00:00,6.37,1.68,133.28,54.46,14.15,7.79,40.39,142.38,0.4,623.52,1,1,
2019-01-04 02:00:00,3.96,1.83,148.66,54.66,11.28,6.98,50.55,162.27,0.66,624.91,1,2,
2019-01-04 03:00:00,3.44,1.14,73.24,51.84,7.94,5.18,50.06,158.77,0.91,624.91,1,3,
2019-01-04 04:00:00,2.96,0.5,14.42,43.69,4.26,3.15,50.34,165.53,0.81,625.0,1,4,
2019-01-04 05:00:00,1.38,0.51,38.23,42.16,4.92,3.71,55.47,144.54,0.55,625.0,1,5,
2019-01-04 06:00:00,0.16,1.24,109.7,83.35,4.01,3.31,60.4,168.22,1.02,625.0,1,6,
2019-01-04 07:00:00,0.16,0.27,16.11,43.58,3.16,2.64,59.35,162.47,0.81,625.0,1,7,
2019-01-04 08:00:00,-0.14,0.31,21.51,45.9,3.0,2.48,59.83,176.81,0.91,625.0,1,8,
2019-01-04 09:00:00,1.0,0.15,5.66,35.01,1.7,1.42,54.6,175.16,1.2,625.0,1,9,
2019-01-04 10:00:00,1.09,0.14,3.28,31.01,1.27,1.04,53.96,176.36,1.16,625.0,1,10,
2019-01-04 11:00:00,0.1,0.12,7.5,40.09,1.43,1.12,56.7,190.49,0.47,625.0,1,11,
2019-01-04 12:00:00,-1.4,0.42,98.41,53.16,3.54,2.86,63.33,190.41,0.54,625.0,1,12,
2019-01-04 13:00:00,-0.7,0.36,21.61,46.05,1.88,1.53,60.11,165.43,0.73,625.0,1,13,
2019-01-04 14:00:00,-1.56,0.66,54.78,48.95,1.9,1.43,62.57,122.8,0.42,625.0,1,14,
2019-01-04 15:00:00,-2.21,0.82,88.51,52.78,2.62,1.96,64.47,155.27,0.61,625.0,1,15,
2019-01-04 16:00:00,1.24,0.69,67.65,45.7,3.07,2.02,51.95,169.56,1.05,625.0,1,16,
2019-01-04 17:00:00,5.16,0.55,48.57,38.51,4.26,2.42,39.97,178.38,1.04,625.0,1,17,
2019-01-04 18:00:00,9.94,0.66,36.44,32.98,5.88,2.86,29.62,182.11,1.04,625.0,1,18,
2019-01-04 19:00:00,13.54,0.62,31.22,30.54,5.59,2.74,23.86,196.18,0.9,625.0,1,19,
2019-01-04 20:00:00,15.91,0.57,19.75,25.2,5.06,2.49,20.19,214.85,0.77,623.33,1,20,
2019-01-04 21:00:00,17.76,0.48,9.62,19.92,3.54,1.71,16.47,94.45,0.7,621.08,1,21,
2019-01-04 22:00:00,17.5,0.45,7.2,19.98,3.02,1.56,16.16,59.69,0.87,620.77,1,22,
2019-01-04 23:00:00,17.3,0.39,7.4,25.08,5.92,1.82,16.22,60.42,0.96,624.77,1,23,
2019-01-05 00:00:00,15.3,0.76,33.62,48.84,3.97,2.04,20.25,56.95,0.39,625.0,1,0,899.0
2019-01-05 01:00:00,9.97,1.95,157.58,57.87,13.49,8.02,31.0,107.0,0.15,625.0,1,1,565.0
2019-01-05 02:00:00,6.6,2.32,188.84,54.15,16.8,10.86,41.18,175.3,0.17,625.0,1,2,567.0
2019-01-05 03:00:00,4.54,2.39,240.23,57.52,17.72,12.06,47.62,138.45,0.29,625.0,1,3,661.0
2019-01-05 04:00:00,3.08,2.04,178.36,53.15,13.2,9.94,52.02,157.48,0.53,625.0,1,4,1177.0
2019-01-05 05:00:00,3.23,0.8,47.46,37.92,6.9,5.52,50.45,174.24,0.66,625.0,1,5,2152.0
2019-01-05 06:00:00,2.96,0.71,29.73,42.21,3.56,2.88,50.57,168.62,0.98,625.0,1,6,3834.0
2019-01-05 07:00:00,2.28,0.61,24.97,42.71,3.51,2.63,51.26,177.4,0.59,625.0,1,7,4622.0
2019-01-05 08:00:00,1.5,0.54,10.26,41.07,3.06,2.47,52.0,169.26,0.73,625.0,1,8,5388.0
2019-01-05 09:00:00,1.32,0.57,15.36,42.86,3.09,2.52,51.71,174.92,0.87,625.0,1,9,6231.0
2019-01-05 10:00:00,1.71,0.41,2.56,30.66,2.03,1.65,49.04,167.22,0.87,625.0,1,10,7020.0
2019-01-05 11:00:00,0.8,0.31,6.44,32.99,1.73,1.44,51.01,171.79,0.68,625.0,1,11,7681.0
2019-01-05 12:00:00,0.88,0.35,4.58,32.99,1.34,1.09,49.37,166.39,0.62,625.0,1,12,8164.0
2019-01-05 13:00:00,0.47,0.41,17.42,38.41,1.43,1.14,49.9,188.77,0.61,625.0,1,13,8446.0
2019-01-05 14:00:00,-2.45,1.13,171.1,50.23,4.29,3.6,64.01,166.24,0.34,625.0,1,14,8041.0
2019-01-05 15:00:00,-2.6,1.34,224.26,57.4,5.5,4.34,64.63,183.55,0.28,625.0,1,15,7830.0
2019-01-05 16:00:00,0.51,1.63,297.0,66.62,7.96,5.71,55.89,196.82,0.26,625.0,1,16,7687.0
2019-01-05 17:00:00,5.86,0.6,101.44,49.96,7.18,5.2,36.99,194.28,0.41,625.0,1,17,7538.0
2019-01-05 18:00:00,9.75,0.47,36.42,37.89,4.62,3.39,28.56,235.36,0.45,625.0,1,18,6876.0
2019-01-05 19:00:00,10.71,0.36,21.93,30.29,7.31,5.29,27.33,162.48,0.8,625.0,1,19,5537.0
2019-01-05 20:00:00,13.02,0.33,18.42,29.51,7.73,5.62,22.91,105.62,0.7,622.99,1,20,4845.0
2019-01-05 21:00:00,14.41,0.32,11.27,24.41,6.56,5.04,20.47,138.31,0.82,619.59,1,21,4302.0
2019-01-05 22:00:00,13.64,0.27,5.17,21.73,7.91,6.06,22.45,178.36,1.12,619.74,1,22,3726.0
2019-01-05 23:00:00,12.81,0.41,7.2,32.86,9.74,7.49,24.37,296.98,0.61,622.78,1,23,2799.0
2019-01-06 00:00:00,11.56,0.68,7.26,44.83,9.5,7.37,26.73,151.63,0.32,620.71,1,0,1872.0
2019-01-06 01:00:00,10.08,0.82,21.83,55.92,11.25,7.84,31.13,127.43,0.5,622.61,1,1,1415.0
2019-01-06 02:00:00,8.86,0.93,39.96,54.62,13.22,9.08,35.2,194.01,0.37,620.2,1,2,1323.0
2019-01-06 03:00:00,6.95,0.91,39.91,48.94,13.29,9.81,42.69,127.62,0.13,620.53,1,3,993.0
2019-01-06 04:00:00,6.19,1.1,69.34,45.13,13.81,10.06,45.55,158.47,0.25,619.59,1,4,1497.0
2019-01-06 05:00:00,5.31,0.69,56.58,40.54,12.6,9.79,47.56,83.32,0.35,619.5,1,5,1978.0
2019-01-06 06:00:00,4.86,1.23,112.92,83.01,7.32,5.66,47.89,130.11,0.3,619.5,1,6,2793.0
2019-01-06 07:00:00,4.7,0.78,42.62,41.59,8.36,6.57,50.5,144.94,0.57,619.5,1,7,3418.0
2019-01-06 08:00:00,4.14,0.93,52.34,42.9,8.83,7.0,53.05,99.4,0.08,619.5,1,8,4258.0
2019-01-06 09:00:00,3.13,1.11,72.56,43.01,10.49,8.48,57.32,146.76,0.15,619.5,1,9,5555.0
2019-01-06 10:00:00,1.55,1.24,91.5,44.43,10.27,8.49,62.65,149.46,0.21,619.5,1,10,6343.0
2019-01-06 11:00:00,-0.37,1.18,114.56,43.51,12.27,10.31,69.11,156.22,0.18,619.5,1,11,7010.0
2019-01-06 12:00:00,-1.07,1.3,125.4,45.24,10.99,9.23,71.15,163.75,0.38,619.5,1,12,7573.0
2019-01-06 13:00:00,-1.45,1.17,107.53,43.8,9.5,8.15,72.63,176.38,0.39,619.41,1,13,7626.0
2019-01-06 14:00:00,-1.39,0.92,72.05,40.97,8.01,6.76,71.91,175.02,0.52,614.67,1,14,7787.0
2019-01-06 15:00:00,-1.7,1.02,106.17,43.16,8.68,7.23,72.85,177.01,0.37,614.1,1,15,7786.0
2019-01-06 16:00:00,-0.36,0.9,66.04,39.86,7.6,6.42,65.15,175.47,0.6,614.1,1,16,7281.0
2019-01-06 17:00:00,3.11,0.57,44.87,35.21,8.78,7.11,52.09,166.94,0.61,614.1,1,17,6830.0
2019-01-06 18:00:00,7.93,0.48,31.46,31.18,9.58,7.73,37.17,211.22,0.48,614.1,1,18,6341.0
2019-01-06 19:00:00,11.29,0.43,18.74,28.63,8.54,6.96,29.94,167.58,0.49,614.1,1,19,5076.0
2019-01-06 20:00:00,13.48,0.21,4.23,12.94,3.25,2.6,26.85,58.7,1.4,614.1,1,20,4417.0
2019-01-06 21:00:00,13.86,0.18,2.05,8.62,2.0,1.53,26.76,106.56,1.36,614.1,1,21,3411.0
2019-01-06 22:00:00,13.9,0.25,3.64,13.38,2.46,1.93,26.72,147.35,0.87,614.1,1,22,2943.0
2019-01-06 23:00:00,13.9,0.38,3.38,14.9,1.83,1.3,26.56,83.47,1.07,614.1,1,23,2083.0
2019-01-07 00:00:00,12.1,0.51,1.48,20.94,2.52,1.88,30.58,77.63,0.62,614.1,1,0,1310.0
2019-01-07 01:00:00,8.82,0.88,21.93,44.78,4.92,3.27,38.55,179.57,0.42,614.1,1,1,864.0
2019-01-07 02:00:00,9.09,0.66,17.68,44.8,4.89,3.68,35.54,207.44,1.14,614.1,1,2,776.0
2019-01-07 03:00:00,7.67,0.4,2.3,16.59,3.96,1.56,41.73,241.74,2.5,614.1,1,3,1075.0
2019-01-07 04:00:00,6.62,0.4,17.69,27.22,1.21,0.78,41.71,204.45,1.62,615.69,1,4,2465.0
2019-01-07 05:00:00,5.84,0.29,4.56,15.53,1.08,0.75,37.92,250.4,1.4,619.5,1,5,5505.0
2019-01-07 06:00:00,4.65,0.45,25.61,19.5,0.61,0.46,38.25,250.56,2.56,619.5,1,6,9078.0
2019-01-07 07:00:00,3.92,0.24,-0.09,8.08,0.44,0.32,37.24,247.17,1.69,619.5,1,7,8542.0
2019-01-07 08:00:00,2.86,0.31,1.38,19.38,0.71,0.53,39.82,164.83,0.95,619.5,1,8,7498.0
2019-01-07 09:00:00,2.46,0.32,8.58,38.14,0.93,0.74,40.85,206.68,1.34,619.5,1,9,7813.0
2019-01-07 10:00:00,1.53,0.33,7.27,42.64,1.09,0.84,41.4,189.91,0.7,619.5,1,10,7622.0
2019-01-07 11:00:00,-1.66,0.4,12.24,44.53,1.11,0.84,52.9,156.97,0.41,619.5,1,11,6888.0
2019-01-07 12:00:00,-3.2,1.09,44.24,48.79,1.6,1.16,60.12,106.6,0.52,619.5,1,12,7200.0
2019-01-07 13:00:00,-3.72,1.19,65.56,48.35,2.11,1.49,60.65,144.24,0.34,619.5,1,13,8036.0
2019-01-07 14:00:00,-3.5,1.58,148.6,64.8,7.1,2.4,57.3,236.0,0.1,619.5,1,14,8249.0
2019-01-07 15:00:00,-2.31,1.49,145.31,59.78,5.79,3.04,50.82,142.82,0.86,619.5,1,15,5052.0
2019-01-07 16:00:00,0.61,1.37,198.25,65.29,11.6,5.52,42.52,183.68,0.61,619.5,1,16,5681.0
2019-01-07 17:00:00,5.94,0.66,78.79,51.3,6.26,3.38,26.77,198.7,1.64,619.5,1,17,5557.0
2019-01-07 18:00:00,9.85,0.45,17.62,20.72,2.76,1.6,22.23,176.19,1.18,619.5,1,18,5978.0
2019-01-07 19:00:00,10.54,0.38,12.48,18.31,10.63,2.68,22.92,229.13,3.93,619.5,1,19,5711.0
2019-01-07 20:00:00,11.12,0.36,8.28,12.06,5.76,2.01,22.16,235.36,4.01,619.5,1,20,5136.0
2019-01-07 21:00:00,11.93,0.32,1.87,6.32,7.1,1.72,18.83,260.98,3.53,619.5,1,21,4134.0
2019-01-07 22:00:00,11.5,0.34,3.31,8.21,6.27,1.91,18.82,241.8,4.51,619.5,1,22,3157.0
2019-01-07 23:00:00,10.6,0.23,0.82,4.96,2.69,1.09,19.6,252.77,3.43,619.5,1,23,2002.0
2019-01-08 00:00:00,10.05,0.27,6.0,16.38,1.35,0.75,22.67,239.83,2.13,619.5,1,0,1244.0
2019-01-08 01:00:00,8.75,0.32,7.25,22.38,1.68,0.99,23.06,196.07,1.43,619.5,1,1,789.0
2019-01-08 02:00:00,8.44,0.31,4.3,24.9,2.36,1.38,23.16,191.43,1.14,619.5,1,2,709.0
2019-01-08 03:00:00,7.11,0.31,1.45,20.73,4.42,3.62,26.84,115.07,1.03,623.22,1,3,1026.0
2019-01-08 04:00:00,5.52,0.45,6.6,35.9,2.57,1.95,32.13,82.75,1.51,625.0,1,4,2144.0
2019-01-08 05:00:00,5.28,0.3,13.89,27.89,1.34,1.02,34.01,101.49,1.59,625.0,1,5,5585.0
2019-01-08 06:00:00,2.26,1.09,102.58,71.66,1.06,0.76,45.48,92.68,2.76,625.0,1,6,9494.0
2019-01-08 07:00:00,1.01,0.18,1.51,10.36,1.09,0.72,48.02,93.74,1.9,625.0,1,7,8353.0
2019-01-08 08:00:00,0.68,0.26,0.46,9.3,0.91,0.63,49.17,85.0,1.75,625.0,1,8,7509.0
2019-01-08 09:00:00,0.6,0.24,0.48,8.36,0.9,0.62,48.44,121.21,1.99,625.0,1,9,7405.0
2019-01-08 10:00:00,-0.14,0.21,0.78,9.82,0.98,0.66,50.47,112.28,1.49,625.0,1,10,7351.0
2019-01-08 11:00:00,-1.14,0.32,1.48,16.88,1.11,0.77,53.52,172.36,0.84,625.0,1,11,7751.0
2019-01-08 12:00:00,-1.37,0.53,15.88,40.36,1.62,1.16,55.54,164.54,1.03,625.0,1,12,8008.0
2019-01-08 13:00:00,-1.58,0.52,13.29,30.9,1.38,0.99,54.6,139.73,1.02,625.69,1,13,7020.0
2019-01-08 14:00:00,-1.33,0.69,27.16,36.48,1.67,1.21,52.69,116.11,0.74,630.31,1,14,7978.0
2019-01-08 15:00:00,-3.19,1.16,100.25,47.69,6.05,3.41,60.8,248.02,0.77,630.4,1,15,7627.0
2019-01-08 16:00:00,-2.2,0.91,61.79,40.58,4.41,2.54,58.92,199.14,0.74,630.4,1,16,6578.0
2019-01-08 17:00:00,-0.96,0.43,48.61,34.99,11.8,4.35,51.84,240.07,0.78,630.4,1,17,6356.0
2019-01-08 18:00:00,2.06,0.4,51.84,33.92,22.54,7.7,43.26,236.75,0.66,630.4,1,18,6415.0
2019-01-08 19:00:00,3.98,0.32,54.4,34.1,20.96,7.19,39.16,257.83,1.58,630.4,1,19,5162.0
2019-01-08 20:00:00,5.58,0.2,54.4,34.1,2.55,1.65,34.4,274.87,2.13,630.4,1,20,4541.0
2019-01-08 21:00:00,5.76,0.2,54.4,34.1,2.34,1.55,33.45,299.06,2.42,630.4,1,21,3704.0
2019-01-08 22:00:00,6.5,0.2,54.4,34.1,6.2,2.05,32.3,297.45,2.85,630.4,1,22,2740.0
2019-01-08 23:00:00,6.5,0.15,54.4,34.1,8.87,3.15,31.28,282.34,2.67,630.4,1,23,1879.0
2019-01-09 00:00:00,,,,,,,,,,,1,0,1093.0
2019-01-09 01:00:00,3.2,0.42,54.4,34.1,5.1,3.1,37.9,243.4,0.7,630.4,1,1,783.0
2019-01-09 02:00:00,2.18,0.4,54.4,34.1,4.72,2.54,39.86,242.14,0.85,630.4,1,2,744.0
2019-01-09 03:00:00,1.48,0.48,54.4,34.1,4.38,2.8,41.66,238.38,0.6,630.4,1,3,1027.0
2019-01-09 04:00:00,0.18,0.64,54.4,34.1,5.85,3.84,46.43,185.43,0.35,630.4,1,4,2148.0
2019-01-09 05:00:00,-1.3,0.68,54.4,34.1,6.42,4.92,53.11,154.62,0.36,630.4,1,5,5423.0
2019-01-09 06:00:00,-1.8,0.68,54.4,34.1,5.43,4.06,55.69,151.69,0.48,630.4,1,6,9102.0
2019-01-09 07:00:00,-2.85,0.48,54.4,34.1,4.31,3.29,59.54,152.28,0.19,630.4,1,7,8083.0
2019-01-09 08:00:00,-3.72,0.55,54.4,34.1,4.28,3.32,62.7,148.03,0.38,630.4,1,8,7054.0
2019-01-09 09:00:00,-4.11,0.49,54.4,34.1,3.95,3.18,64.13,156.98,0.36,630.4,1,9,7478.0
2019-01-09 10:00:00,-4.3,0.38,54.4,34.1,3.31,2.65,63.67,160.25,0.66,630.4,1,10,7474.0
2019-01-09 11:00:00,-4.3,0.45,54.4,34.1,3.44,2.67,64.12,164.42,0.47,630.4,1,11,7691.0
2019-01-09 12:00:00,-4.3,0.6,54.4,34.1,3.11,2.55,64.26,159.33,0.34,630.4,1,12,8099.0
2019-01-09 13:00:00,-4.33,0.7,54.4,34.1,3.5,2.67,64.32,163.04,0.36,630.4,1,13,8453.0
2019-01-09 14:00:00,-4.3,0.77,54.4,34.1,2.5,2.2,63.0,165.3,0.7,630.4,1,14,8288.0
2019-01-09 15:00:00,,,,,,,,,,,1,15,7511.0
2019-01-09 16:00:00,-1.0,1.1,54.4,34.1,5.0,3.5,54.4,158.9,0.1,630.4,1,16,6861.0
2019-01-09 17:00:00,0.49,0.84,54.4,34.1,4.88,3.38,48.16,180.27,0.67,630.4,1,17,6631.0
2019-01-09 18:00:00,3.65,0.69,54.4,34.1,4.02,2.89,38.05,161.36,0.59,630.4,1,18,7256.0
2019-01-09 19:00:00,5.43,0.59,54.4,34.1,3.97,2.69,33.42,180.25,0.49,630.4,1,19,5704.0
2019-01-09 20:00:00,7.05,0.61,54.4,34.1,7.48,4.12,30.52,234.47,0.64,627.73,1,20,4736.0
2019-01-09 21:00:00,8.11,0.82,54.4,34.1,13.25,7.09,29.89,254.68,0.83,625.0,1,21,4341.0
2019-01-09 22:00:00,8.64,0.71,54.4,34.1,11.52,6.62,29.08,272.64,0.82,625.0,1,22,2897.0
2019-01-09 23:00:00,8.1,0.67,54.4,34.1,16.2,7.7,29.9,37.8,0.6,625.0,1,23,2223.0
2019-01-10 00:00:00,7.34,0.77,54.4,34.1,14.48,7.24,31.37,84.86,0.54,625.0,1,0,1163.0
2019-01-10 01:00:00,5.99,0.9,54.4,34.1,12.67,6.89,34.31,51.28,0.66,625.0,1,1,835.0
2019-01-10 02:00:00,3.94,0.74,54.4,34.1,9.58,5.52,38.68,184.39,0.18,625.0,1,2,753.0
2019-01-10 03:00:00,3.2,1.03,54.4,34.1,11.86,6.38,41.15,99.72,0.18,625.0,1,3,1013.0
2019-01-10 04:00:00,2.17,1.88,54.4,34.1,12.06,7.56,45.5,152.28,0.38,625.0,1,4,2260.0
2019-01-10 05:00:00,0.58,0.92,54.4,34.1,13.55,8.41,52.36,220.94,0.71,625.0,1,5,5590.0
2019-01-10 06:00:00,-0.2,1.41,54.4,34.1,13.14,7.7,53.34,167.37,0.31,625.0,1,6,9364.0
2019-01-10 07:00:00,-0.22,0.72,54.4,34.1,14.29,8.98,53.01,178.24,0.15,625.0,1,7,6340.0
2019-01-10 08:00:00,-0.73,0.91,54.4,34.1,15.67,10.37,55.77,141.14,0.26,625.0,1,8,6665.0
2019-01-10 09:00:00,-1.13,0.94,54.4,34.1,12.68,8.68,58.61,164.35,0.28,625.0,1,9,7702.0
