DateTime,TEMP,CO,NO,NO2,PM10,PM2.5,HUM,DIR,SPD,PRES,Month,Hour,TF_CNT
2019-04-12 06:00:00,-1.26,1.0,112.42,63.87,7.26,5.64,82.86,52.65,1.02,619.5,4,6,
2019-04-12 07:00:00,-3.28,0.1,0.31,8.95,7.6,6.62,89.64,52.0,1.94,619.5,4,7,
2019-04-12 08:00:00,-3.5,0.14,0.17,7.23,7.35,6.35,84.13,63.5,1.55,619.5,4,8,
2019-04-12 09:00:00,-3.66,0.15,0.12,8.33,6.35,5.52,78.02,53.91,1.53,619.5,4,9,
2019-04-12 10:00:00,-3.6,0.18,1.12,12.11,7.35,6.07,79.98,71.6,1.73,619.5,4,10,
2019-04-12 11:00:00,-4.3,0.21,1.99,11.26,7.69,6.39,77.4,88.63,2.62,619.5,4,11,
2019-04-12 12:00:00,-4.3,0.35,4.72,16.24,9.9,6.19,74.7,81.94,1.95,619.5,4,12,
2019-04-12 13:00:00,-4.09,0.4,9.09,19.78,10.69,7.14,76.12,83.14,1.67,619.5,4,13,
2019-04-12 14:00:00,-3.87,0.43,15.05,23.14,13.56,7.8,75.44,81.41,1.98,619.5,4,14,
2019-04-12 15:00:00,-3.44,0.41,22.28,24.74,17.18,9.04,71.21,96.76,1.98,619.5,4,15,
2019-04-12 16:00:00,-2.39,0.35,11.65,16.9,21.52,10.7,68.92,78.08,1.74,619.5,4,16,
2019-04-12 17:00:00,-1.2,0.16,6.56,9.5,14.92,10.93,65.73,60.6,1.43,619.5,4,17,
2019-04-12 18:00:00,0.15,0.14,5.26,9.18,17.53,11.62,61.09,105.64,1.25,619.5,4,18,
2019-04-12 19:00:00,1.98,0.15,7.73,9.71,20.01,12.66,56.81,130.6,1.19,619.5,4,19,
2019-04-12 20:00:00,4.0,0.12,6.9,13.9,19.4,12.2,51.5,242.8,0.6,619.5,4,20,
2019-04-12 21:00:00,5.04,0.15,9.93,12.56,17.64,11.9,47.43,175.63,1.05,619.5,4,21,
2019-04-12 22:00:00,5.66,0.16,4.22,9.76,16.62,11.22,46.73,140.61,1.33,619.5,4,22,
2019-04-12 23:00:00,6.68,0.19,2.46,7.13,13.59,8.85,44.79,130.9,1.7,619.5,4,23,
2019-04-13 00:00:00,6.37,0.35,1.65,7.83,10.41,6.45,47.44,100.98,1.54,619.5,4,0,
2019-04-13 01:00:00,5.22,0.35,0.82,9.13,9.14,4.83,55.16,59.21,1.98,619.5,4,1,
2019-04-13 02:00:00,2.49,0.32,0.24,5.68,7.19,4.8,72.57,46.24,1.7,619.5,4,2,
2019-04-13 03:00:00,0.7,0.35,0.13,9.44,6.87,5.48,90.16,187.53,1.22,619.83,4,3,
2019-04-13 04:00:00,0.7,0.39,0.75,12.92,5.82,4.74,90.22,68.86,1.07,624.36,4,4,
2019-04-13 05:00:00,0.7,0.36,4.41,9.82,5.56,4.57,87.8,84.08,1.44,625.0,4,5,
2019-04-13 06:00:00,0.09,0.62,24.62,23.88,6.38,5.38,91.04,76.56,1.93,625.0,4,6,
2019-04-13 07:00:00,-0.26,0.36,0.29,7.61,9.24,7.93,90.4,78.46,1.81,625.0,4,7,
2019-04-13 08:00:00,-1.0,0.42,0.26,7.64,5.81,4.97,94.59,74.22,1.51,625.0,4,8,
2019-04-13 09:00:00,-1.22,0.37,0.24,7.45,5.75,4.68,91.7,67.96,1.6,625.0,4,9,
2019-04-13 10:00:00,-1.8,0.36,0.29,8.38,3.99,3.33,89.02,65.07,1.5,625.0,4,10,
2019-04-13 11:00:00,-1.8,0.2,0.05,7.12,3.69,2.97,86.73,64.48,0.9,625.0,4,11,
2019-04-13 12:00:00,-1.63,0.14,0.92,12.11,4.46,3.57,86.11,192.73,0.88,625.0,4,12,
2019-04-13 13:00:00,-1.8,0.13,0.57,12.14,3.63,2.98,84.71,297.3,1.76,625.0,4,13,
2019-04-13 14:00:00,-1.8,0.14,0.87,7.5,3.28,2.64,81.24,247.51,1.97,625.0,4,14,
2019-04-13 15:00:00,-1.8,0.13,1.13,6.86,3.68,2.99,83.27,58.54,1.62,625.0,4,15,
2019-04-13 16:00:00,-1.62,0.19,1.94,6.96,3.8,3.01,81.68,187.17,1.16,625.0,4,16,
2019-04-13 17:00:00,-0.97,0.13,3.72,9.36,5.7,4.52,81.9,260.44,1.82,625.0,4,17,
2019-04-13 18:00:00,-0.77,0.21,3.64,10.28,8.52,6.62,88.46,270.56,1.32,625.0,4,18,
2019-04-13 19:00:00,0.68,0.2,6.26,10.11,12.08,10.28,86.0,243.13,0.58,625.0,4,19,
2019-04-13 20:00:00,3.91,0.21,7.24,9.45,12.29,10.39,73.21,170.26,0.89,625.0,4,20,
2019-04-13 21:00:00,6.37,0.24,6.33,9.29,13.4,10.92,60.55,170.8,0.94,625.0,4,21,
2019-04-13 22:00:00,8.48,0.22,4.9,9.46,13.95,11.12,52.74,175.37,0.91,625.0,4,22,
2019-04-13 23:00:00,8.66,0.23,3.18,8.53,12.92,9.96,46.45,110.28,0.88,625.0,4,23,
2019-04-14 00:00:00,8.41,0.41,3.63,9.8,13.75,9.72,48.94,173.91,1.13,625.0,4,0,
2019-04-14 01:00:00,7.93,0.41,2.9,10.8,13.59,9.34,52.38,183.47,1.35,625.0,4,1,
2019-04-14 02:00:00,6.54,0.44,2.22,13.56,12.74,8.88,57.18,178.05,1.26,625.0,4,2,
2019-04-14 03:00:00,5.31,0.51,1.98,16.64,12.2,8.57,62.74,162.63,0.69,625.0,4,3,
2019-04-14 04:00:00,4.2,0.52,3.99,21.26,13.15,8.88,68.72,128.38,0.56,625.0,4,4,
2019-04-14 05:00:00,3.1,0.38,13.66,22.07,12.78,9.28,73.84,135.88,0.67,624.92,4,5,
2019-04-14 06:00:00,2.3,1.15,113.06,61.45,10.0,8.04,77.71,152.72,0.81,620.64,4,6,
2019-04-14 07:00:00,1.72,0.32,1.47,19.87,8.06,6.53,78.14,159.89,0.83,619.5,4,7,
2019-04-14 08:00:00,1.2,0.38,1.47,18.62,5.88,4.75,76.61,162.4,1.08,619.5,4,8,
2019-04-14 09:00:00,0.7,0.35,1.23,18.42,5.04,4.04,75.94,170.04,1.16,619.5,4,9,
2019-04-14 10:00:00,0.7,0.33,0.5,13.3,2.99,2.44,70.02,168.93,1.22,619.5,4,10,
2019-04-14 11:00:00,1.18,0.26,0.5,11.99,2.59,1.96,65.68,163.85,1.3,619.5,4,11,
2019-04-14 12:00:00,1.5,0.32,0.64,10.96,2.44,1.77,61.77,164.02,1.44,619.5,4,12,
2019-04-14 13:00:00,1.56,0.33,1.12,14.03,2.48,1.67,59.03,160.93,1.23,619.5,4,13,
2019-04-14 14:00:00,2.97,0.42,3.24,15.01,2.78,1.78,54.39,163.67,1.52,619.5,4,14,
2019-04-14 15:00:00,3.38,0.46,5.13,21.78,5.39,2.67,55.12,118.78,0.65,619.5,4,15,
2019-04-14 16:00:00,5.71,0.47,5.64,17.91,6.28,2.96,46.31,148.47,0.83,619.5,4,16,
2019-04-14 17:00:00,8.91,0.22,4.83,9.41,4.29,2.2,36.95,161.56,1.42,619.5,4,17,
2019-04-14 18:00:00,12.51,0.18,4.06,7.99,5.57,2.47,29.02,157.84,1.06,619.5,4,18,
2019-04-14 19:00:00,15.99,0.14,2.74,5.31,4.84,2.46,21.59,130.3,1.14,618.19,4,19,
2019-04-14 20:00:00,17.83,0.09,0.71,2.54,4.65,2.35,18.32,110.58,1.23,614.14,4,20,
2019-04-14 21:00:00,18.95,0.08,0.61,2.54,7.2,2.52,20.15,224.56,2.68,614.59,4,21,
2019-04-14 22:00:00,18.92,0.05,0.62,2.14,2.82,1.49,22.25,296.19,2.92,614.1,4,22,
2019-04-14 23:00:00,19.3,0.07,0.32,1.84,3.63,1.7,21.67,250.51,2.83,614.1,4,23,
2019-04-15 00:00:00,18.25,0.17,0.34,2.17,2.51,1.51,22.98,288.76,2.37,614.51,4,0,40.0
2019-04-15 01:00:00,17.76,0.19,0.37,4.16,3.47,1.84,23.87,204.29,1.8,617.39,4,1,19.0
2019-04-15 02:00:00,16.54,0.25,0.31,11.99,7.5,3.06,27.4,139.39,0.92,619.28,4,2,35.0
2019-04-15 03:00:00,15.13,0.34,1.54,22.35,10.51,3.94,30.52,99.58,0.93,619.5,4,3,49.0
2019-04-15 04:00:00,14.24,0.36,1.42,19.01,7.94,3.86,32.52,126.64,0.85,619.5,4,4,279.0
2019-04-15 05:00:00,12.84,0.38,5.02,17.83,8.16,4.09,35.87,120.03,0.88,619.5,4,5,4110.0
2019-04-15 06:00:00,11.4,0.73,26.57,29.6,13.28,5.41,41.26,114.55,0.71,619.5,4,6,7917.0
2019-04-15 07:00:00,10.94,0.49,1.32,25.14,9.7,4.46,40.75,145.79,0.46,619.5,4,7,6110.0
2019-04-15 08:00:00,10.29,0.45,4.34,29.08,8.55,3.9,41.02,178.92,0.7,619.5,4,8,6342.0
2019-04-15 09:00:00,8.22,0.47,1.88,28.77,8.59,4.06,47.46,121.2,0.43,619.5,4,9,5895.0
2019-04-15 10:00:00,8.23,0.53,1.51,19.7,5.77,2.75,46.2,160.58,0.87,617.92,4,10,7323.0
2019-04-15 11:00:00,7.72,0.39,3.86,25.93,6.3,2.93,47.62,153.94,0.75,615.01,4,11,7402.0
2019-04-15 12:00:00,7.3,1.21,32.4,38.8,22.1,6.8,49.3,138.5,0.4,616.3,4,12,7034.0
2019-04-15 13:00:00,5.9,1.24,68.29,41.9,35.73,12.23,55.06,177.42,0.2,619.28,4,13,6817.0
2019-04-15 14:00:00,8.4,1.29,160.2,57.9,53.84,16.85,49.78,157.89,0.51,619.5,4,14,5000.0
2019-04-15 15:00:00,11.56,0.9,84.55,46.35,43.85,13.14,38.88,154.31,0.66,619.5,4,15,5439.0
2019-04-15 16:00:00,13.31,0.98,106.64,52.03,68.16,19.24,35.92,192.11,0.86,619.5,4,16,5490.0
2019-04-15 17:00:00,16.54,0.37,34.86,38.04,31.61,8.52,27.19,201.04,1.09,619.5,4,17,5513.0
2019-04-15 18:00:00,19.29,0.2,27.34,28.45,25.13,6.57,22.54,147.61,0.86,619.5,4,18,6337.0
2019-04-15 19:00:00,21.45,0.1,9.12,14.44,16.44,4.59,18.22,113.75,1.1,619.5,4,19,6077.0
2019-04-15 20:00:00,22.44,0.07,6.31,10.97,10.46,3.06,16.84,95.92,1.17,619.5,4,20,4905.0
2019-04-15 21:00:00,23.07,0.06,1.39,4.25,6.0,2.3,16.46,109.94,1.4,617.93,4,21,4007.0
2019-04-15 22:00:00,23.9,0.08,2.21,6.69,10.22,2.98,15.95,92.26,1.76,614.1,4,22,2467.0
2019-04-15 23:00:00,23.97,0.17,5.15,12.28,13.82,3.67,16.6,111.55,1.79,614.1,4,23,1946.0
2019-04-16 00:00:00,22.04,0.32,0.99,7.81,10.17,3.23,21.0,58.84,2.58,614.19,4,0,1409.0
2019-04-16 01:00:00,20.98,0.34,1.35,13.26,14.46,3.92,23.75,67.64,2.09,615.4,4,1,808.0
2019-04-16 02:00:00,19.54,0.51,2.8,25.82,24.36,6.67,26.2,88.83,1.46,617.87,4,2,662.0
2019-04-16 03:00:00,17.03,0.4,1.52,26.77,17.1,6.15,33.57,272.67,0.87,619.5,4,3,1002.0
2019-04-16 04:00:00,15.27,0.31,0.28,14.14,13.02,4.39,38.62,135.5,1.65,619.5,4,4,2195.0
2019-04-16 05:00:00,12.61,0.17,10.33,9.65,6.53,2.77,55.26,245.21,1.36,619.5,4,5,5610.0
2019-04-16 06:00:00,11.48,0.95,111.47,58.5,4.26,2.05,62.81,309.96,1.94,619.5,4,6,8674.0
2019-04-16 07:00:00,10.59,0.13,-0.01,6.96,4.5,2.33,65.95,116.71,1.07,619.5,4,7,7275.0
2019-04-16 08:00:00,9.56,0.17,0.85,12.18,5.25,2.75,69.49,230.8,0.58,619.5,4,8,6738.0
2019-04-16 09:00:00,8.92,0.17,0.41,13.24,7.47,3.55,71.1,126.0,0.58,619.5,4,9,6976.0
2019-04-16 10:00:00,8.16,0.22,1.8,22.43,13.86,5.77,72.96,220.47,0.58,619.5,4,10,7031.0
2019-04-16 11:00:00,7.22,0.25,5.73,30.53,11.17,6.18,77.34,78.19,0.28,619.5,4,11,7307.0
2019-04-16 12:00:00,5.89,0.5,19.5,34.13,16.1,9.28,81.72,189.89,0.05,619.5,4,12,7340.0
2019-04-16 13:00:00,5.41,0.99,74.7,35.49,29.99,17.38,83.54,101.85,0.2,619.5,4,13,7474.0
2019-04-16 14:00:00,6.4,1.09,107.79,38.98,25.07,13.54,78.9,153.47,0.48,619.5,4,14,6496.0
2019-04-16 15:00:00,9.8,0.57,71.3,44.1,34.4,11.8,60.6,177.9,0.9,619.5,4,15,4766.0
2019-04-16 16:00:00,11.33,0.49,34.56,29.66,30.68,11.43,55.85,166.32,0.58,619.5,4,16,5063.0
2019-04-16 17:00:00,12.97,0.33,11.94,18.45,21.12,8.95,52.28,157.83,0.6,619.5,4,17,6042.0
2019-04-16 18:00:00,14.3,0.42,13.9,21.5,32.89,12.8,48.95,102.97,0.82,619.5,4,18,6660.0
2019-04-16 19:00:00,15.68,0.36,6.74,13.29,21.28,10.23,45.38,78.87,1.28,619.5,4,19,4763.0
2019-04-16 20:00:00,16.57,0.37,4.97,11.7,21.49,10.87,43.8,121.42,1.56,619.5,4,20,3575.0
2019-04-16 21:00:00,17.81,0.32,2.64,8.48,18.9,9.16,42.82,215.72,1.85,619.5,4,21,3050.0
2019-04-16 22:00:00,17.78,0.32,2.06,8.13,24.08,10.06,46.07,285.0,2.58,619.5,4,22,1887.0
2019-04-16 23:00:00,18.04,0.26,1.65,8.41,22.62,10.01,44.35,293.92,3.14,619.5,4,23,1599.0
2019-04-17 00:00:00,17.2,0.32,1.42,10.22,28.43,14.39,45.72,305.92,2.87,619.5,4,0,1281.0
2019-04-17 01:00:00,16.9,0.33,0.43,10.37,21.68,11.79,44.94,239.39,1.48,619.5,4,1,789.0
2019-04-17 02:00:00,14.87,0.33,0.46,12.6,13.07,6.38,49.81,246.71,1.53,619.5,4,2,731.0
2019-04-17 03:00:00,13.33,0.39,0.32,21.12,18.26,7.13,53.72,65.65,0.33,619.5,4,3,1094.0
2019-04-17 04:00:00,12.3,0.46,5.63,37.18,20.18,8.19,57.27,157.13,0.44,619.5,4,4,2244.0
2019-04-17 05:00:00,11.2,0.4,6.84,36.02,33.37,13.92,61.81,103.9,0.33,619.5,4,5,5566.0
2019-04-17 06:00:00,10.0,0.93,38.39,41.08,54.38,21.27,66.84,127.22,0.42,619.5,4,6,8779.0
2019-04-17 07:00:00,9.69,0.56,7.83,48.45,27.26,13.66,69.66,151.31,0.52,619.5,4,7,7337.0
2019-04-17 08:00:00,9.27,0.63,8.78,44.78,25.33,12.18,70.23,162.98,0.49,619.5,4,8,6955.0
2019-04-17 09:00:00,8.72,0.52,12.38,40.67,19.06,10.06,72.25,153.9,0.5,619.5,4,9,7208.0
2019-04-17 10:00:00,9.2,0.5,4.19,37.98,14.9,8.58,68.69,154.06,1.16,619.5,4,10,7251.0
2019-04-17 11:00:00,8.06,0.37,3.86,29.41,11.06,6.61,68.61,164.83,0.81,619.5,4,11,7624.0
2019-04-17 12:00:00,7.16,0.46,7.34,25.22,10.51,5.26,66.03,149.57,1.0,619.5,4,12,7434.0
2019-04-17 13:00:00,7.9,0.52,19.0,28.66,11.13,5.28,62.85,150.07,0.93,619.5,4,13,7662.0
2019-04-17 14:00:00,9.8,0.36,6.3,21.4,17.5,7.4,66.2,27.7,2.4,622.2,4,14,7163.0
2019-04-17 15:00:00,9.11,0.3,2.84,8.66,17.64,5.62,67.56,50.91,2.58,625.0,4,15,6704.0
2019-04-17 16:00:00,9.8,0.32,3.5,6.6,13.8,5.8,69.0,4.9,1.5,625.0,4,16,6640.0
2019-04-17 17:00:00,11.13,0.29,4.12,6.28,13.4,6.78,63.51,130.18,1.31,625.0,4,17,6344.0
2019-04-17 18:00:00,12.76,0.4,3.2,6.01,15.0,7.43,55.95,164.02,1.3,625.0,4,18,6926.0
2019-04-17 19:00:00,13.84,0.39,1.61,4.42,12.15,7.17,52.25,96.16,1.69,625.0,4,19,5733.0
2019-04-17 20:00:00,14.0,0.38,1.5,5.23,15.2,7.83,49.99,183.43,1.76,624.77,4,20,3905.0
2019-04-17 21:00:00,15.71,0.39,1.37,4.53,12.42,5.52,42.96,188.54,1.78,620.22,4,21,3267.0
2019-04-17 22:00:00,16.76,0.38,1.02,3.84,9.69,4.42,39.35,129.16,1.35,619.5,4,22,2561.0
2019-04-17 23:00:00,17.2,0.31,1.45,4.74,17.25,5.8,37.12,121.13,1.53,619.5,4,23,2156.0
2019-04-18 00:00:00,17.65,0.32,4.36,10.89,17.44,5.94,35.08,135.87,1.33,619.5,4,0,1725.0
2019-04-18 01:00:00,17.88,0.33,1.52,10.1,17.13,5.99,34.01,114.64,1.08,619.5,4,1,1050.0
2019-04-18 02:00:00,15.86,0.34,0.24,11.05,18.87,6.11,37.64,76.44,0.9,619.5,4,2,902.0
2019-04-18 03:00:00,14.71,0.4,0.78,19.96,16.39,6.88,40.33,178.94,1.15,622.11,4,3,1231.0
2019-04-18 04:00:00,14.1,0.3,0.04,8.21,25.06,5.7,29.15,196.68,2.55,625.0,4,4,2387.0
2019-04-18 05:00:00,9.57,0.29,10.92,8.85,5.69,2.25,63.47,63.84,2.7,625.0,4,5,5787.0
2019-04-18 06:00:00,8.7,1.2,111.0,52.83,5.24,2.56,65.93,62.46,2.28,625.0,4,6,8838.0
2019-04-18 07:00:00,6.48,0.32,0.0,2.84,2.46,1.2,73.97,41.4,2.18,625.0,4,7,7280.0
2019-04-18 08:00:00,5.31,0.35,0.0,3.21,0.93,0.6,77.0,100.27,0.45,625.0,4,8,5642.0
2019-04-18 09:00:00,5.39,0.4,0.83,10.16,2.1,1.29,77.05,136.49,0.57,625.0,4,9,5902.0
2019-04-18 10:00:00,4.8,0.41,1.44,10.96,1.86,1.24,78.47,130.15,0.74,625.0,4,10,6792.0
2019-04-18 11:00:00,4.8,0.37,2.44,14.25,2.28,1.43,80.53,123.63,0.66,625.0,4,11,7742.0
2019-04-18 12:00:00,4.21,0.55,9.56,22.86,3.9,2.5,82.48,131.52,0.58,625.0,4,12,6556.0
2019-04-18 13:00:00,4.33,0.62,19.11,28.36,5.78,3.64,80.3,145.68,0.63,625.0,4,13,7252.0
2019-04-18 14:00:00,6.5,0.67,29.4,36.4,27.8,10.6,70.2,81.1,0.5,625.0,4,14,6409.0
2019-04-18 15:00:00,7.01,0.58,12.08,26.44,10.75,4.7,65.78,55.37,1.42,625.87,4,15,5379.0
2019-04-18 16:00:00,7.66,0.4,3.79,9.25,6.52,2.78,62.68,51.69,2.64,630.31,4,16,4821.0
2019-04-18 17:00:00,8.46,0.21,2.57,5.24,6.61,2.9,60.71,172.22,2.01,630.4,4,17,4711.0
2019-04-18 18:00:00,9.96,0.14,2.24,5.84,9.63,3.62,48.55,258.34,2.55,630.4,4,18,6588.0
2019-04-18 19:00:00,11.15,0.14,2.76,5.41,9.06,4.04,48.56,163.4,2.28,630.4,4,19,5862.0
2019-04-18 20:00:00,13.56,0.13,2.11,4.78,9.44,3.84,37.36,119.2,1.5,628.73,4,20,4031.0
2019-04-18 21:00:00,15.73,0.13,1.17,3.12,16.18,3.59,27.23,146.45,2.27,625.09,4,21,3748.0
2019-04-18 22:00:00,15.97,0.13,0.55,2.18,12.0,2.87,25.73,240.03,1.65,625.0,4,22,3073.0
2019-04-18 23:00:00,17.65,0.04,0.82,2.57,10.73,2.64,22.64,196.84,1.38,625.0,4,23,2594.0
2019-04-19 00:00:00,17.98,0.0,0.52,2.36,9.73,2.32,22.16,213.1,1.67,625.0,4,0,1926.0
2019-04-19 01:00:00,16.72,0.09,2.26,10.88,15.72,5.01,26.42,198.06,1.48,625.0,4,1,1238.0
2019-04-19 02:00:00,14.81,0.11,2.36,13.81,16.05,4.86,29.42,113.84,1.83,625.95,4,2,912.0
2019-04-19 03:00:00,12.3,0.08,0.3,9.7,8.0,2.5,31.5,61.6,2.4,630.4,4,3,1171.0
2019-04-19 04:00:00,11.93,0.04,0.12,8.41,5.07,1.81,31.35,68.06,1.89,630.4,4,4,2302.0
2019-04-19 05:00:00,11.04,0.12,4.74,12.48,9.5,2.72,33.93,116.27,0.65,630.4,4,5,5502.0
2019-04-19 06:00:00,10.3,0.48,24.51,19.13,6.18,2.3,36.35,120.9,0.24,630.4,4,6,8416.0
2019-04-19 07:00:00,9.35,0.25,1.06,21.27,11.02,4.17,39.51,89.43,0.31,630.4,4,7,7201.0
2019-04-19 08:00:00,8.03,0.33,1.59,21.92,8.03,3.37,44.74,116.42,0.7,630.4,4,8,6938.0
2019-04-19 09:00:00,6.39,0.33,2.86,25.3,6.67,3.16,53.39,119.58,0.47,630.4,4,9,7329.0
2019-04-19 10:00:00,4.99,0.31,2.76,18.98,5.77,2.72,59.67,146.12,0.77,630.4,4,10,7392.0
2019-04-19 11:00:00,4.51,0.16,5.41,24.26,6.08,2.76,60.42,138.72,0.64,630.31,4,11,7308.0
2019-04-19 12:00:00,4.0,0.22,11.31,27.54,8.39,3.23,60.82,154.95,0.87,628.19,4,12,7080.0
2019-04-19 13:00:00,4.09,0.33,23.07,30.33,11.64,3.91,59.4,154.18,0.99,625.09,4,13,5982.0
2019-04-19 14:00:00,6.37,0.31,34.56,27.26,17.98,5.43,50.93,164.62,1.39,625.09,4,14,6253.0
2019-04-19 15:00:00,10.12,0.33,30.43,23.08,19.29,5.66,40.97,177.19,1.42,625.36,4,15,5505.0
2019-04-19 16:00:00,14.43,0.31,26.4,22.37,19.28,6.05,32.46,188.94,0.97,625.0,4,16,5673.0
2019-04-19 17:00:00,18.61,0.19,7.73,11.16,12.27,3.7,25.13,112.58,1.02,625.0,4,17,6280.0
2019-04-19 18:00:00,19.14,0.3,3.45,6.42,17.21,4.01,24.41,55.99,1.9,625.0,4,18,6817.0
2019-04-19 19:00:00,20.71,0.3,2.48,5.04,5.91,1.81,22.21,73.22,1.9,625.0,4,19,6601.0
2019-04-19 20:00:00,21.83,0.31,4.3,8.05,12.36,2.88,20.75,84.78,1.66,625.0,4,20,6566.0
2019-04-19 21:00:00,22.98,0.33,5.9,10.42,23.37,4.73,20.23,89.42,1.93,625.0,4,21,5856.0
2019-04-19 22:00:00,23.29,0.33,3.74,8.38,21.16,5.05,20.21,75.0,2.1,625.0,4,22,4928.0
2019-04-19 23:00:00,23.44,0.3,2.86,7.58,15.5,3.88,20.07,67.62,2.18,625.0,4,23,4064.0
2019-04-20 00:00:00,23.91,0.39,3.15,10.06,18.21,4.28,19.33,74.1,1.9,625.0,4,0,2630.0
2019-04-20 01:00:00,23.24,0.45,4.14,14.9,18.67,4.77,20.45,95.34,2.17,625.0,4,1,2200.0
2019-04-20 02:00:00,21.7,0.51,3.58,20.02,20.46,5.79,23.3,97.58,1.74,625.0,4,2,1993.0
2019-04-20 03:00:00,19.44,0.65,3.84,24.37,24.17,6.77,27.43,109.52,0.93,625.0,4,3,1028.0
2019-04-20 04:00:00,17.32,0.66,3.75,25.63,110.72,36.08,32.19,130.87,0.46,625.0,4,4,1214.0
2019-04-20 05:00:00,16.23,0.48,13.05,22.8,14.52,5.19,34.74,136.82,0.66,625.0,4,5,1967.0
2019-04-20 06:00:00,15.29,1.27,112.04,56.56,12.44,4.42,37.8,162.61,1.24,625.0,4,6,3594.0
2019-04-20 07:00:00,14.37,0.35,1.26,11.87,7.84,3.13,38.08,159.28,1.09,625.0,4,7,4629.0
2019-04-20 08:00:00,13.57,0.46,1.38,12.47,8.22,3.34,39.95,175.48,1.25,625.0,4,8,5639.0
2019-04-20 09:00:00,13.29,0.53,1.8,14.1,8.94,3.89,38.56,172.6,1.27,623.79,4,9,6326.0
2019-04-20 10:00:00,12.72,0.39,1.14,13.41,8.42,4.07,38.51,167.86,1.26,621.09,4,10,7160.0
2019-04-20 11:00:00,11.87,0.26,1.21,10.48,7.51,3.66,39.98,161.86,1.19,619.5,4,11,7752.0
2019-04-20 12:00:00,11.17,0.3,3.02,14.02,7.51,3.55,40.17,170.04,1.26,619.5,4,12,8229.0
2019-04-20 13:00:00,11.58,0.39,7.34,16.5,9.25,4.06,36.86,174.12,1.74,619.68,4,13,8069.0
2019-04-20 14:00:00,13.3,0.42,12.56,19.74,12.6,4.67,32.95,165.81,1.15,623.29,4,14,8168.0
2019-04-20 15:00:00,16.04,0.38,15.2,18.41,15.34,4.96,27.08,167.63,1.56,624.26,4,15,8307.0
2019-04-20 16:00:00,19.81,0.38,9.81,13.85,15.26,4.66,20.39,161.73,1.34,620.73,4,16,7867.0
2019-04-20 17:00:00,22.79,0.23,6.46,11.8,23.86,5.46,15.14,157.13,1.12,619.5,4,17,7028.0
2019-04-20 18:00:00,25.56,0.15,3.26,6.97,8.78,2.6,11.16,166.88,0.75,619.5,4,18,7007.0
2019-04-20 19:00:00,26.91,0.12,1.44,4.26,5.42,1.59,9.24,150.22,1.25,619.5,4,19,6507.0
2019-04-20 20:00:00,27.58,0.16,2.26,5.43,25.43,3.28,8.9,118.14,1.31,619.5,4,20,5740.0
2019-04-20 21:00:00,28.2,0.17,3.01,6.94,12.78,2.8,8.99,117.3,1.36,619.5,4,21,5172.0
2019-04-20 22:00:00,28.45,0.17,3.36,7.59,11.81,2.63,9.03,131.71,1.79,619.5,4,22,4741.0
2019-04-20 23:00:00,27.02,0.09,2.54,8.44,16.28,3.05,9.85,146.46,1.58,619.41,4,23,3512.0
2019-04-21 00:00:00,25.27,0.05,1.65,8.22,31.54,5.5,11.93,144.1,2.03,619.5,4,0,2334.0
2019-04-21 01:00:00,24.52,0.04,1.12,7.68,22.15,3.96,12.79,133.37,1.43,619.5,4,1,1787.0
2019-04-21 02:00:00,23.1,-0.05,-0.1,1.5,8.0,1.7,15.3,13.3,1.2,619.5,4,2,1887.0
2019-04-21 03:00:00,22.56,0.03,0.33,4.9,39.96,6.46,16.75,208.8,2.52,619.5,4,3,1193.0
2019-04-21 04:00:00,21.2,0.08,0.56,10.33,9.8,2.91,20.03,188.46,1.42,619.5,4,4,1528.0
2019-04-21 05:00:00,19.62,0.12,3.82,8.68,7.36,2.87,23.54,223.34,1.87,619.5,4,5,2211.0
2019-04-21 06:00:00,17.79,0.51,24.56,21.29,10.44,3.81,27.6,164.41,0.81,619.5,4,6,2879.0
2019-04-21 07:00:00,16.94,0.25,0.24,17.38,11.37,5.31,29.58,209.28,0.42,619.5,4,7,3274.0
2019-04-21 08:00:00,15.73,0.35,0.9,24.25,11.2,4.61,33.13,164.86,0.36,619.5,4,8,3637.0
2019-04-21 09:00:00,14.28,0.44,4.16,35.09,16.95,6.52,37.48,198.96,0.58,619.5,4,9,4496.0
2019-04-21 10:00:00,14.38,0.38,0.78,22.16,8.42,4.32,37.59,142.1,0.52,619.5,4,10,5341.0
2019-04-21 11:00:00,14.6,0.14,0.19,19.27,7.26,3.39,36.61,78.44,0.95,619.5,4,11,6683.0
2019-04-21 12:00:00,14.71,0.04,0.05,7.32,9.57,3.16,42.17,87.98,1.68,619.5,4,12,7476.0
2019-04-21 13:00:00,13.13,0.05,0.45,10.46,6.83,2.96,48.69,160.7,0.63,619.5,4,13,6406.0
2019-04-21 14:00:00,14.26,0.1,6.63,20.92,8.53,3.65,45.74,211.6,1.13,619.5,4,14,6376.0
2019-04-21 15:00:00,16.87,0.04,1.84,6.32,4.67,2.41,36.86,214.68,1.07,619.5,4,15,7307.0
2019-04-21 16:00:00,18.58,0.04,1.81,5.48,4.72,2.46,31.91,248.38,0.91,619.5,4,16,7152.0
2019-04-21 17:00:00,20.16,0.12,1.26,3.95,4.91,2.31,28.08,146.46,1.4,619.5,4,17,6800.0
